id,order_day_numb,order_time_numb,order_day,order_time,d_hour,d_minute,d_second,dtimes,from,to,sum_transaction,from_name,to_name,from_group,to_group,from_Outstanding_DayBegin,to_Outstanding_DayBegin,from_DayChange_Income,from_DayChange_Outcome,to_DayChange_Income,to_DayChange_Outcome,from_Outstanding_DayEnd,to_Outstanding_DayEnd,from_DayChange_pr,to_DayChange_pr,graph_type,per5mnum,per5mbeg,per5mend,color_from,color_to,from_fixed,from_coord_x,from_coord_y,to_fixed,to_coord_x,to_coord_y
92,1,124,2016-06-20,09:08:54,9,8,54,2016-06-20 09:08:54,12,10,0.21,UkrGaz,Vtb,With State Participation,Russian,27.00,29.00,1.19,1.66,1.18,1.60,26.53,28.58,-0.018,-0.014,directed,2,9:05:00,9:10:00,5,5,True,-450,450,True,600,0
93,1,125,2016-06-20,09:08:54,9,8,54,2016-06-20 09:08:54,10,13,0.28,Vtb,OTP,Russian,Belonging to foreign banking groups ,29.00,25.00,1.18,1.88,0.45,1.82,28.30,23.63,-0.024,-0.055,directed,2,9:05:00,9:10:00,5,5,True,600,0,False,NA,NA
94,1,126,2016-06-20,09:09:03,9,9,3,2016-06-20 09:09:03,12,14,0.18,UkrGaz,AgriCole,With State Participation,Belonging to foreign banking groups ,27.00,42.00,1.19,1.84,2.08,0.00,26.35,44.08,-0.024,0.050,directed,2,9:05:00,9:10:00,5,7,True,-450,450,True,0,-600
95,1,127,2016-06-20,09:09:05,9,9,5,2016-06-20 09:09:05,12,2,0.21,UkrGaz,Oschad,With State Participation,With State Participation,27.00,74.00,1.19,2.05,2.24,0.46,26.14,75.78,-0.032,0.024,directed,2,9:05:00,9:10:00,5,7,True,-450,450,True,-600,0
96,1,130,2016-06-20,09:09:15,9,9,15,2016-06-20 09:09:15,12,3,0.19,UkrGaz,Exim,With State Participation,With State Participation,27.00,60.00,1.19,2.24,1.10,1.29,25.95,59.81,-0.039,-0.003,directed,2,9:05:00,9:10:00,5,5,True,-450,450,True,-450,-450
97,1,131,2016-06-20,09:09:20,9,9,20,2016-06-20 09:09:20,2,10,0.31,Oschad,Vtb,With State Participation,Russian,74.00,29.00,2.24,0.76,1.49,1.88,75.47,28.61,0.020,-0.014,directed,2,9:05:00,9:10:00,7,5,True,-600,0,True,600,0
98,1,132,2016-06-20,09:09:27,9,9,27,2016-06-20 09:09:27,8,7,0.40,Alfa,Sber,Russian,Russian,49.00,43.00,1.74,2.04,1.26,0.51,48.69,43.75,-0.006,0.017,directed,2,9:05:00,9:10:00,5,7,False,NA,NA,True,450,-450
99,1,133,2016-06-20,09:09:36,9,9,36,2016-06-20 09:09:36,4,20,0.16,PIB,KreditDnipro,Russian,Group 1,40.00,17.00,2.93,1.61,1.30,0.16,41.32,18.14,0.033,0.067,directed,2,9:05:00,9:10:00,7,7,True,450,450,False,NA,NA
100,1,134,2016-06-20,09:09:37,9,9,37,2016-06-20 09:09:37,15,2,0.16,Pivd,Oschad,Group 1,With State Participation,19.00,74.00,0.53,1.35,2.40,0.76,18.18,75.63,-0.043,0.022,directed,2,9:05:00,9:10:00,5,7,False,NA,NA,True,-600,0
101,1,137,2016-06-20,09:09:44,9,9,44,2016-06-20 09:09:44,3,1,0.47,Exim,Privat,With State Participation,Privat,60.00,100.00,1.10,1.77,1.67,1.60,59.33,100.08,-0.011,0.001,directed,2,9:05:00,9:10:00,5,7,True,-450,-450,True,0,600
102,1,138,2016-06-20,09:09:48,9,9,48,2016-06-20 09:09:48,19,17,0.13,Kreschatyk,Ing,Group 1,Belonging to foreign banking groups ,19.00,25.00,0.16,2.10,1.00,0.76,17.05,25.25,-0.103,0.010,directed,2,9:05:00,9:10:00,4,7,False,NA,NA,False,NA,NA
103,1,139,2016-06-20,09:09:50,9,9,50,2016-06-20 09:09:50,3,12,0.34,Exim,UkrGaz,With State Participation,With State Participation,60.00,27.00,1.10,2.11,1.53,2.24,58.99,26.29,-0.017,-0.026,directed,2,9:05:00,9:10:00,5,5,True,-450,-450,True,-450,450
104,1,140,2016-06-20,09:09:52,9,9,52,2016-06-20 09:09:52,10,14,0.26,Vtb,AgriCole,Russian,Belonging to foreign banking groups ,29.00,42.00,1.49,2.14,2.35,0.00,28.35,44.35,-0.023,0.056,directed,2,9:05:00,9:10:00,5,7,True,600,0,True,0,-600
105,1,141,2016-06-20,09:09:57,9,9,57,2016-06-20 09:09:57,6,16,0.22,UkrSoc,Fido,Russian,Group 1,39.00,21.00,1.48,2.06,0.41,1.02,38.42,20.39,-0.015,-0.029,directed,2,9:05:00,9:10:00,5,5,False,NA,NA,False,NA,NA
106,1,142,2016-06-20,09:10:03,9,10,3,2016-06-20 09:10:03,20,15,0.15,KreditDnipro,Pivd,Group 1,Group 1,17.00,19.00,1.30,0.31,0.68,1.35,17.99,18.33,0.058,-0.035,directed,3,9:10:00,9:15:00,7,5,False,NA,NA,False,NA,NA
107,1,143,2016-06-20,09:10:03,9,10,3,2016-06-20 09:10:03,16,3,0.24,Fido,Exim,Group 1,With State Participation,21.00,60.00,0.41,1.26,1.34,2.11,20.15,59.23,-0.041,-0.013,directed,3,9:10:00,9:15:00,5,5,False,NA,NA,True,-450,-450
108,1,144,2016-06-20,09:10:10,9,10,10,2016-06-20 09:10:10,16,5,0.24,Fido,Aval,Group 1,Belonging to foreign banking groups ,21.00,38.00,0.41,1.50,1.99,1.13,19.91,38.87,-0.052,0.023,directed,3,9:10:00,9:15:00,5,7,False,NA,NA,False,NA,NA
109,1,145,2016-06-20,09:10:10,9,10,10,2016-06-20 09:10:10,4,8,0.46,PIB,Alfa,Russian,Russian,40.00,49.00,2.93,2.07,2.20,2.04,40.86,49.15,0.021,0.003,directed,3,9:10:00,9:15:00,7,7,True,450,450,False,NA,NA
110,1,146,2016-06-20,09:10:17,9,10,17,2016-06-20 09:10:17,14,17,0.19,AgriCole,Ing,Belonging to foreign banking groups ,Belonging to foreign banking groups ,42.00,25.00,2.35,0.19,1.20,0.76,44.15,25.44,0.051,0.018,directed,3,9:10:00,9:15:00,7,7,True,0,-600,False,NA,NA
111,1,147,2016-06-20,09:10:26,9,10,26,2016-06-20 09:10:26,11,5,0.24,UkrSib,Aval,Group 1,Belonging to foreign banking groups ,28.00,38.00,0.71,1.72,2.24,1.13,26.98,39.11,-0.036,0.029,directed,3,9:10:00,9:15:00,5,7,False,NA,NA,False,NA,NA
112,1,148,2016-06-20,09:10:32,9,10,32,2016-06-20 09:10:32,19,16,0.14,Kreschatyk,Fido,Group 1,Group 1,19.00,21.00,0.16,2.25,0.56,1.50,16.91,20.05,-0.110,-0.045,directed,3,9:10:00,9:15:00,4,5,False,NA,NA,False,NA,NA
113,1,149,2016-06-20,09:10:35,9,10,35,2016-06-20 09:10:35,11,12,0.18,UkrSib,UkrGaz,Group 1,With State Participation,28.00,27.00,0.71,1.91,1.71,2.24,26.80,26.48,-0.043,-0.019,directed,3,9:10:00,9:15:00,5,5,False,NA,NA,True,-450,450
114,1,150,2016-06-20,09:10:37,9,10,37,2016-06-20 09:10:37,20,5,0.12,KreditDnipro,Aval,Group 1,Belonging to foreign banking groups ,17.00,38.00,1.30,0.43,2.36,1.13,17.86,39.23,0.051,0.032,directed,3,9:10:00,9:15:00,7,7,False,NA,NA,False,NA,NA
115,1,151,2016-06-20,09:10:43,9,10,43,2016-06-20 09:10:43,13,7,0.22,OTP,Sber,Belonging to foreign banking groups ,Russian,25.00,43.00,0.45,2.03,1.48,0.51,23.42,43.97,-0.063,0.022,directed,3,9:10:00,9:15:00,5,7,False,NA,NA,True,450,-450
116,1,152,2016-06-20,09:10:49,9,10,49,2016-06-20 09:10:49,11,18,0.22,UkrSib,Citi,Group 1,Belonging to foreign banking groups ,28.00,30.00,0.71,2.12,1.45,1.12,26.58,30.33,-0.051,0.011,directed,3,9:10:00,9:15:00,5,7,False,NA,NA,False,NA,NA
117,1,153,2016-06-20,09:10:49,9,10,49,2016-06-20 09:10:49,8,16,0.24,Alfa,Fido,Russian,Group 1,49.00,21.00,2.20,2.29,0.80,1.50,48.91,20.30,-0.002,-0.034,directed,3,9:10:00,9:15:00,5,5,False,NA,NA,False,NA,NA
118,1,154,2016-06-20,09:10:51,9,10,51,2016-06-20 09:10:51,3,5,0.41,Exim,Aval,With State Participation,Belonging to foreign banking groups ,60.00,38.00,1.34,2.52,2.77,1.13,58.82,39.65,-0.020,0.043,directed,3,9:10:00,9:15:00,5,7,True,-450,-450,False,NA,NA
119,1,155,2016-06-20,09:10:59,9,10,59,2016-06-20 09:10:59,6,13,0.27,UkrSoc,OTP,Russian,Belonging to foreign banking groups ,39.00,25.00,1.48,2.32,0.72,2.03,38.16,23.69,-0.022,-0.053,directed,3,9:10:00,9:15:00,5,5,False,NA,NA,False,NA,NA
120,1,158,2016-06-20,09:11:11,9,11,11,2016-06-20 09:11:11,11,18,0.22,UkrSib,Citi,Group 1,Belonging to foreign banking groups ,28.00,30.00,0.71,2.34,1.67,1.12,26.37,30.55,-0.058,0.018,directed,3,9:10:00,9:15:00,5,7,False,NA,NA,False,NA,NA
121,1,159,2016-06-20,09:11:11,9,11,11,2016-06-20 09:11:11,12,6,0.18,UkrGaz,UkrSoc,With State Participation,Russian,27.00,39.00,1.71,2.41,1.66,2.32,26.30,38.33,-0.026,-0.017,directed,3,9:10:00,9:15:00,5,5,True,-450,450,False,NA,NA
122,1,160,2016-06-20,09:11:17,9,11,17,2016-06-20 09:11:17,9,16,0.17,Fuib,Fido,Group 1,Group 1,31.00,21.00,0.71,0.36,0.97,1.50,31.35,20.46,0.011,-0.026,directed,3,9:10:00,9:15:00,7,5,False,NA,NA,False,NA,NA
123,1,161,2016-06-20,09:11:24,9,11,24,2016-06-20 09:11:24,3,6,0.40,Exim,UkrSoc,With State Participation,Russian,60.00,39.00,1.34,2.92,2.06,2.32,58.42,38.73,-0.026,-0.007,directed,3,9:10:00,9:15:00,5,5,True,-450,-450,False,NA,NA
124,1,162,2016-06-20,09:11:24,9,11,24,2016-06-20 09:11:24,2,5,0.28,Oschad,Aval,With State Participation,Belonging to foreign banking groups ,74.00,38.00,2.40,1.04,3.05,1.13,75.36,39.92,0.018,0.051,directed,3,9:10:00,9:15:00,7,7,True,-600,0,False,NA,NA
125,1,166,2016-06-20,09:11:47,9,11,47,2016-06-20 09:11:47,12,13,0.17,UkrGaz,OTP,With State Participation,Belonging to foreign banking groups ,27.00,25.00,1.71,2.58,0.89,2.03,26.13,23.86,-0.032,-0.046,directed,3,9:10:00,9:15:00,5,5,True,-450,450,False,NA,NA
126,1,167,2016-06-20,09:11:52,9,11,52,2016-06-20 09:11:52,12,17,0.23,UkrGaz,Ing,With State Participation,Belonging to foreign banking groups ,27.00,25.00,1.71,2.81,1.42,0.76,25.90,25.67,-0.041,0.027,directed,3,9:10:00,9:15:00,5,7,True,-450,450,False,NA,NA
127,1,169,2016-06-20,09:12:04,9,12,4,2016-06-20 09:12:04,1,7,0.37,Privat,Sber,Privat,Russian,100.00,43.00,1.67,1.97,1.85,0.51,99.71,44.34,-0.003,0.031,directed,3,9:10:00,9:15:00,5,7,True,0,600,True,450,-450
128,1,172,2016-06-20,09:12:22,9,12,22,2016-06-20 09:12:22,11,18,0.34,UkrSib,Citi,Group 1,Belonging to foreign banking groups ,28.00,30.00,0.71,2.68,2.01,1.12,26.02,30.89,-0.071,0.030,directed,3,9:10:00,9:15:00,5,7,False,NA,NA,False,NA,NA
129,1,173,2016-06-20,09:12:29,9,12,29,2016-06-20 09:12:29,16,6,0.21,Fido,UkrSoc,Group 1,Russian,21.00,39.00,0.97,1.71,2.27,2.32,20.26,38.94,-0.035,-0.001,directed,3,9:10:00,9:15:00,5,5,False,NA,NA,False,NA,NA
130,1,174,2016-06-20,09:12:33,9,12,33,2016-06-20 09:12:33,5,10,0.25,Aval,Vtb,Belonging to foreign banking groups ,Russian,38.00,29.00,3.05,1.37,1.73,2.14,39.68,28.59,0.044,-0.014,directed,3,9:10:00,9:15:00,7,5,False,NA,NA,True,600,0
131,1,175,2016-06-20,09:12:41,9,12,41,2016-06-20 09:12:41,4,2,0.40,PIB,Oschad,Russian,With State Participation,40.00,74.00,2.93,2.48,2.80,1.04,40.45,75.76,0.011,0.024,directed,3,9:10:00,9:15:00,7,7,True,450,450,True,-600,0
132,1,176,2016-06-20,09:12:50,9,12,50,2016-06-20 09:12:50,20,7,0.21,KreditDnipro,Sber,Group 1,Russian,17.00,43.00,1.30,0.65,2.06,0.51,17.65,44.55,0.038,0.036,directed,3,9:10:00,9:15:00,7,7,False,NA,NA,True,450,-450
133,1,177,2016-06-20,09:12:54,9,12,54,2016-06-20 09:12:54,6,8,0.40,UkrSoc,Alfa,Russian,Russian,39.00,49.00,2.27,2.72,2.60,2.29,38.54,49.31,-0.012,0.006,directed,3,9:10:00,9:15:00,5,7,False,NA,NA,False,NA,NA
134,1,178,2016-06-20,09:13:03,9,13,3,2016-06-20 09:13:03,2,9,0.20,Oschad,Fuib,With State Participation,Group 1,74.00,31.00,2.80,1.24,0.91,0.36,75.56,31.55,0.021,0.018,directed,3,9:10:00,9:15:00,7,7,True,-600,0,False,NA,NA
135,1,180,2016-06-20,09:13:12,9,13,12,2016-06-20 09:13:12,16,14,0.18,Fido,AgriCole,Group 1,Belonging to foreign banking groups ,21.00,42.00,0.97,1.89,2.52,0.19,20.08,44.33,-0.044,0.056,directed,3,9:10:00,9:15:00,5,7,False,NA,NA,True,0,-600
136,1,181,2016-06-20,09:13:14,9,13,14,2016-06-20 09:13:14,12,14,0.18,UkrGaz,AgriCole,With State Participation,Belonging to foreign banking groups ,27.00,42.00,1.71,2.99,2.71,0.19,25.72,44.51,-0.047,0.060,directed,3,9:10:00,9:15:00,5,7,True,-450,450,True,0,-600
137,1,182,2016-06-20,09:13:21,9,13,21,2016-06-20 09:13:21,7,5,0.25,Sber,Aval,Russian,Belonging to foreign banking groups ,43.00,38.00,2.06,0.76,3.30,1.37,44.30,39.93,0.030,0.051,directed,3,9:10:00,9:15:00,7,7,True,450,-450,False,NA,NA
138,1,183,2016-06-20,09:13:21,9,13,21,2016-06-20 09:13:21,16,5,0.18,Fido,Aval,Group 1,Belonging to foreign banking groups ,21.00,38.00,0.97,2.07,3.48,1.37,19.90,40.11,-0.053,0.055,directed,3,9:10:00,9:15:00,5,7,False,NA,NA,False,NA,NA
139,1,184,2016-06-20,09:13:26,9,13,26,2016-06-20 09:13:26,18,5,0.28,Citi,Aval,Belonging to foreign banking groups ,Belonging to foreign banking groups ,30.00,38.00,2.01,1.40,3.76,1.37,30.62,40.38,0.021,0.063,directed,3,9:10:00,9:15:00,7,7,False,NA,NA,False,NA,NA
140,1,185,2016-06-20,09:13:28,9,13,28,2016-06-20 09:13:28,7,8,0.54,Sber,Alfa,Russian,Russian,43.00,49.00,2.06,1.30,3.14,2.29,43.76,49.85,0.018,0.017,directed,3,9:10:00,9:15:00,7,7,True,450,-450,False,NA,NA
141,1,187,2016-06-20,09:13:37,9,13,37,2016-06-20 09:13:37,10,2,0.19,Vtb,Oschad,Russian,With State Participation,29.00,74.00,1.73,2.33,2.99,1.24,28.40,75.75,-0.021,0.024,directed,3,9:10:00,9:15:00,5,7,True,600,0,True,-600,0
142,1,188,2016-06-20,09:13:39,9,13,39,2016-06-20 09:13:39,18,19,0.16,Citi,Kreschatyk,Belonging to foreign banking groups ,Group 1,30.00,19.00,2.01,1.55,0.31,2.25,30.46,17.07,0.015,-0.102,directed,3,9:10:00,9:15:00,7,4,False,NA,NA,False,NA,NA
143,1,189,2016-06-20,09:13:45,9,13,45,2016-06-20 09:13:45,19,13,0.20,Kreschatyk,OTP,Group 1,Belonging to foreign banking groups ,19.00,25.00,0.31,2.45,1.09,2.03,16.87,24.06,-0.112,-0.038,directed,3,9:10:00,9:15:00,4,5,False,NA,NA,False,NA,NA
144,1,190,2016-06-20,09:13:50,9,13,50,2016-06-20 09:13:50,10,1,0.28,Vtb,Privat,Russian,Privat,29.00,100.00,1.73,2.61,1.96,1.97,28.12,99.99,-0.030,0.000,directed,3,9:10:00,9:15:00,5,5,True,600,0,True,0,600
145,1,191,2016-06-20,09:13:58,9,13,58,2016-06-20 09:13:58,10,2,0.30,Vtb,Oschad,Russian,With State Participation,29.00,74.00,1.73,2.92,3.29,1.24,27.82,76.06,-0.041,0.028,directed,3,9:10:00,9:15:00,5,7,True,600,0,True,-600,0
146,1,193,2016-06-20,09:14:05,9,14,5,2016-06-20 09:14:05,7,13,0.22,Sber,OTP,Russian,Belonging to foreign banking groups ,43.00,25.00,2.06,1.52,1.31,2.03,43.54,24.27,0.013,-0.029,directed,3,9:10:00,9:15:00,7,5,True,450,-450,False,NA,NA
147,1,194,2016-06-20,09:14:09,9,14,9,2016-06-20 09:14:09,1,5,0.29,Privat,Aval,Privat,Belonging to foreign banking groups ,100.00,38.00,1.96,2.26,4.05,1.37,99.70,40.68,-0.003,0.070,directed,3,9:10:00,9:15:00,5,7,True,0,600,False,NA,NA
148,1,195,2016-06-20,09:14:10,9,14,10,2016-06-20 09:14:10,8,5,0.26,Alfa,Aval,Russian,Belonging to foreign banking groups ,49.00,38.00,3.14,2.55,4.31,1.37,49.59,40.94,0.012,0.077,directed,3,9:10:00,9:15:00,7,7,False,NA,NA,False,NA,NA
149,1,196,2016-06-20,09:14:16,9,14,16,2016-06-20 09:14:16,6,11,0.21,UkrSoc,UkrSib,Russian,Group 1,39.00,28.00,2.27,2.94,0.92,2.68,38.33,26.24,-0.017,-0.063,directed,3,9:10:00,9:15:00,5,5,False,NA,NA,False,NA,NA
150,1,199,2016-06-20,09:14:35,9,14,35,2016-06-20 09:14:35,11,14,0.32,UkrSib,AgriCole,Group 1,Belonging to foreign banking groups ,28.00,42.00,0.92,3.00,3.02,0.19,25.92,44.83,-0.074,0.067,directed,3,9:10:00,9:15:00,5,7,False,NA,NA,True,0,-600
151,1,200,2016-06-20,09:14:36,9,14,36,2016-06-20 09:14:36,16,2,0.21,Fido,Oschad,Group 1,With State Participation,21.00,74.00,0.97,2.28,3.51,1.24,19.68,76.27,-0.063,0.031,directed,3,9:10:00,9:15:00,5,7,False,NA,NA,True,-600,0
152,1,201,2016-06-20,09:14:41,9,14,41,2016-06-20 09:14:41,14,2,0.50,AgriCole,Oschad,Belonging to foreign banking groups ,With State Participation,42.00,74.00,3.02,0.69,4.00,1.24,44.34,76.77,0.056,0.037,directed,3,9:10:00,9:15:00,7,7,True,0,-600,True,-600,0
153,1,202,2016-06-20,09:14:47,9,14,47,2016-06-20 09:14:47,10,5,0.19,Vtb,Aval,Russian,Belonging to foreign banking groups ,29.00,38.00,1.73,3.11,4.50,1.37,27.63,41.13,-0.047,0.082,directed,3,9:10:00,9:15:00,5,7,True,600,0,False,NA,NA
154,1,203,2016-06-20,09:14:56,9,14,56,2016-06-20 09:14:56,16,15,0.12,Fido,Pivd,Group 1,Group 1,21.00,19.00,0.97,2.41,0.80,1.35,19.56,18.45,-0.068,-0.029,directed,3,9:10:00,9:15:00,5,5,False,NA,NA,False,NA,NA
155,1,204,2016-06-20,09:14:56,9,14,56,2016-06-20 09:14:56,7,9,0.20,Sber,Fuib,Russian,Group 1,43.00,31.00,2.06,1.72,1.11,0.36,43.34,31.75,0.008,0.024,directed,3,9:10:00,9:15:00,7,7,True,450,-450,False,NA,NA
156,1,205,2016-06-20,09:15:05,9,15,5,2016-06-20 09:15:05,14,13,0.29,AgriCole,OTP,Belonging to foreign banking groups ,Belonging to foreign banking groups ,42.00,25.00,3.02,0.97,1.59,2.03,44.05,24.56,0.049,-0.018,directed,4,9:15:00,9:20:00,7,5,True,0,-600,False,NA,NA
157,1,206,2016-06-20,09:15:12,9,15,12,2016-06-20 09:15:12,9,15,0.19,Fuib,Pivd,Group 1,Group 1,31.00,19.00,1.11,0.54,0.99,1.35,31.56,18.63,0.018,-0.019,directed,4,9:15:00,9:20:00,7,5,False,NA,NA,False,NA,NA
158,1,207,2016-06-20,09:15:21,9,15,21,2016-06-20 09:15:21,14,5,0.31,AgriCole,Aval,Belonging to foreign banking groups ,Belonging to foreign banking groups ,42.00,38.00,3.02,1.28,4.81,1.37,43.74,41.43,0.042,0.090,directed,4,9:15:00,9:20:00,7,7,True,0,-600,False,NA,NA
159,1,208,2016-06-20,09:15:22,9,15,22,2016-06-20 09:15:22,20,3,0.14,KreditDnipro,Exim,Group 1,With State Participation,17.00,60.00,1.30,0.79,1.48,2.92,17.51,58.56,0.030,-0.024,directed,4,9:15:00,9:20:00,7,5,False,NA,NA,True,-450,-450
160,1,209,2016-06-20,09:15:27,9,15,27,2016-06-20 09:15:27,3,13,0.24,Exim,OTP,With State Participation,Belonging to foreign banking groups ,60.00,25.00,1.48,3.16,1.83,2.03,58.33,24.79,-0.028,-0.008,directed,4,9:15:00,9:20:00,5,5,True,-450,-450,False,NA,NA
161,1,210,2016-06-20,09:15:28,9,15,28,2016-06-20 09:15:28,18,20,0.21,Citi,KreditDnipro,Belonging to foreign banking groups ,Group 1,30.00,17.00,2.01,1.77,1.51,0.79,30.25,17.72,0.008,0.042,directed,4,9:15:00,9:20:00,7,7,False,NA,NA,False,NA,NA
162,1,211,2016-06-20,09:15:33,9,15,33,2016-06-20 09:15:33,5,17,0.25,Aval,Ing,Belonging to foreign banking groups ,Belonging to foreign banking groups ,38.00,25.00,4.81,1.62,1.68,0.76,41.18,25.92,0.084,0.037,directed,4,9:15:00,9:20:00,7,7,False,NA,NA,False,NA,NA
163,1,212,2016-06-20,09:15:40,9,15,40,2016-06-20 09:15:40,3,20,0.11,Exim,KreditDnipro,With State Participation,Group 1,60.00,17.00,1.48,3.27,1.62,0.79,58.21,17.83,-0.030,0.049,directed,4,9:15:00,9:20:00,5,7,True,-450,-450,False,NA,NA
164,1,214,2016-06-20,09:15:43,9,15,43,2016-06-20 09:15:43,5,14,0.31,Aval,AgriCole,Belonging to foreign banking groups ,Belonging to foreign banking groups ,38.00,42.00,4.81,1.93,3.33,1.28,40.88,44.05,0.076,0.049,directed,4,9:15:00,9:20:00,7,7,False,NA,NA,True,0,-600
165,1,215,2016-06-20,09:15:43,9,15,43,2016-06-20 09:15:43,11,6,0.24,UkrSib,UkrSoc,Group 1,Russian,28.00,39.00,0.92,3.24,2.51,2.94,25.68,38.57,-0.083,-0.011,directed,4,9:15:00,9:20:00,5,5,False,NA,NA,False,NA,NA
166,1,216,2016-06-20,09:15:49,9,15,49,2016-06-20 09:15:49,7,8,0.47,Sber,Alfa,Russian,Russian,43.00,49.00,2.06,2.19,3.61,2.55,42.87,50.06,-0.003,0.022,directed,4,9:15:00,9:20:00,5,7,True,450,-450,False,NA,NA
167,1,217,2016-06-20,09:15:50,9,15,50,2016-06-20 09:15:50,5,1,0.43,Aval,Privat,Belonging to foreign banking groups ,Privat,38.00,100.00,4.81,2.35,2.38,2.26,40.45,100.12,0.064,0.001,directed,4,9:15:00,9:20:00,7,7,False,NA,NA,True,0,600
168,1,218,2016-06-20,09:15:53,9,15,53,2016-06-20 09:15:53,8,1,0.45,Alfa,Privat,Russian,Privat,49.00,100.00,3.61,3.00,2.83,2.26,49.61,100.58,0.012,0.006,directed,4,9:15:00,9:20:00,7,7,False,NA,NA,True,0,600
169,1,219,2016-06-20,09:15:57,9,15,57,2016-06-20 09:15:57,11,14,0.25,UkrSib,AgriCole,Group 1,Belonging to foreign banking groups ,28.00,42.00,0.92,3.49,3.58,1.28,25.43,44.30,-0.092,0.055,directed,4,9:15:00,9:20:00,5,7,False,NA,NA,True,0,-600
170,1,220,2016-06-20,09:16:06,9,16,6,2016-06-20 09:16:06,13,4,0.20,OTP,PIB,Belonging to foreign banking groups ,Russian,25.00,40.00,1.83,2.23,3.13,2.48,24.60,40.65,-0.016,0.016,directed,4,9:15:00,9:20:00,5,7,False,NA,NA,True,450,450
171,1,221,2016-06-20,09:16:07,9,16,7,2016-06-20 09:16:07,6,8,0.29,UkrSoc,Alfa,Russian,Russian,39.00,49.00,2.51,3.23,3.90,3.00,38.28,49.90,-0.018,0.018,directed,4,9:15:00,9:20:00,5,7,False,NA,NA,False,NA,NA
172,1,223,2016-06-20,09:16:17,9,16,17,2016-06-20 09:16:17,7,13,0.30,Sber,OTP,Russian,Belonging to foreign banking groups ,43.00,25.00,2.06,2.49,2.12,2.23,42.58,24.89,-0.010,-0.004,directed,4,9:15:00,9:20:00,5,5,True,450,-450,False,NA,NA
173,1,224,2016-06-20,09:16:18,9,16,18,2016-06-20 09:16:18,14,5,0.33,AgriCole,Aval,Belonging to foreign banking groups ,Belonging to foreign banking groups ,42.00,38.00,3.58,1.61,5.14,2.35,43.97,40.78,0.047,0.073,directed,4,9:15:00,9:20:00,7,7,True,0,-600,False,NA,NA
174,1,226,2016-06-20,09:16:26,9,16,26,2016-06-20 09:16:26,16,6,0.17,Fido,UkrSoc,Group 1,Russian,21.00,39.00,0.97,2.58,2.68,3.23,19.39,38.46,-0.077,-0.014,directed,4,9:15:00,9:20:00,5,5,False,NA,NA,False,NA,NA
175,1,228,2016-06-20,09:16:37,9,16,37,2016-06-20 09:16:37,10,14,0.31,Vtb,AgriCole,Russian,Belonging to foreign banking groups ,29.00,42.00,1.73,3.41,3.88,1.61,27.32,44.27,-0.058,0.054,directed,4,9:15:00,9:20:00,5,7,True,600,0,True,0,-600
176,1,229,2016-06-20,09:16:41,9,16,41,2016-06-20 09:16:41,8,12,0.18,Alfa,UkrGaz,Russian,With State Participation,49.00,27.00,3.90,3.18,1.90,2.99,49.72,25.90,0.015,-0.041,directed,4,9:15:00,9:20:00,7,5,False,NA,NA,True,-450,450
177,1,230,2016-06-20,09:16:45,9,16,45,2016-06-20 09:16:45,13,1,0.21,OTP,Privat,Belonging to foreign banking groups ,Privat,25.00,100.00,2.12,2.44,3.05,2.26,24.68,100.79,-0.013,0.008,directed,4,9:15:00,9:20:00,5,7,False,NA,NA,True,0,600
178,1,231,2016-06-20,09:16:48,9,16,48,2016-06-20 09:16:48,3,16,0.16,Exim,Fido,With State Participation,Group 1,60.00,21.00,1.48,3.43,1.13,2.58,58.06,19.55,-0.032,-0.069,directed,4,9:15:00,9:20:00,5,5,True,-450,-450,False,NA,NA
179,1,232,2016-06-20,09:16:51,9,16,51,2016-06-20 09:16:51,10,11,0.27,Vtb,UkrSib,Russian,Group 1,29.00,28.00,1.73,3.69,1.19,3.49,27.05,25.70,-0.067,-0.082,directed,4,9:15:00,9:20:00,5,5,True,600,0,False,NA,NA
180,1,233,2016-06-20,09:17:00,9,17,0,2016-06-20 09:17:00,2,16,0.27,Oschad,Fido,With State Participation,Group 1,74.00,21.00,4.00,1.51,1.40,2.58,76.50,19.82,0.034,-0.056,directed,4,9:15:00,9:20:00,7,5,True,-600,0,False,NA,NA
181,1,234,2016-06-20,09:17:03,9,17,3,2016-06-20 09:17:03,11,1,0.26,UkrSib,Privat,Group 1,Privat,28.00,100.00,1.19,3.75,3.31,2.26,25.44,101.05,-0.091,0.011,directed,4,9:15:00,9:20:00,5,7,False,NA,NA,True,0,600
182,1,235,2016-06-20,09:17:03,9,17,3,2016-06-20 09:17:03,19,17,0.19,Kreschatyk,Ing,Group 1,Belonging to foreign banking groups ,19.00,25.00,0.31,2.64,1.87,0.76,16.67,26.11,-0.122,0.044,directed,4,9:15:00,9:20:00,4,7,False,NA,NA,False,NA,NA
183,1,236,2016-06-20,09:17:12,9,17,12,2016-06-20 09:17:12,16,3,0.24,Fido,Exim,Group 1,With State Participation,21.00,60.00,1.40,2.82,1.72,3.43,19.58,58.29,-0.068,-0.028,directed,4,9:15:00,9:20:00,5,5,False,NA,NA,True,-450,-450
